OPT School Codes,ATS Code,School Name,Address,Phone,District,Borough,Type of School,Building Code
75920,,BANYAN HIGH SCHOOL,471 MAIN STREET LITTLE FALLS NJ 07424,(973) 439-1919,00*,LITTLE FALLS,Nonsectarian,
75820,,BANYAN SCHOOL,12 HOLLYWOOD AVENUE FAIRFIELD NJ 07004,(973) 439-1919,00*,FAIRFIELD,Nonsectarian,
75676,,BARBARA C.WILSON PRESCHOOL,280 CROSSWAYS PARK DRIVE WOODBURY NY 11757,(516) 938-1784,00*,WOODBURY,Nonsectarian,
75664,,BARD HOUSE ELEM DAY SCHOOL,21 BLOOMINGDALE ROAD WHITE PLAINS NY 10605,(914) 997-5848,00*,WHITE PLAINS,Nonsectarian,
1569,01M696,BARD HS EARLY COLLEGE,525 EAST HOUSTON STREET NEW YORK NY 10002,(212) 995-8479,1,Manhattan,Public,M097
24304,24Q299,BARD HS EARLY COLLEGE ll,30-20 THOMSON AVENUE Queens NY 11101,(718) 361-3133,24,Queens,Public,Q735
21677,,BARKAI YESHIVAH,5300-02 21st AVENUE Brooklyn NY 11204,(718) 998-7473,21,Brooklyn,Yeshiva,
2875,02M411,BARUCH COLLEGE CAMPUS HS,55 EAST 25TH STREET NEW YORK NY 10010,(212) 683-7440,2,Manhattan,Public,M874
15005,,BASIS Independent Brooklyn,556 Columbia Street Brooklyn NY 11231,(917) 473-1651,15,Brooklyn,Nonsectarian,
3013,,Basis Independent Manhattan,795 Columbus Avenue New York NY 10025,(347) 305-4960,3,Manhattan,Nonsectarian,
18571,,BATTALION CHRISTIAN ACADEMY,661 LINDEN BLVD. Brooklyn NY 11203,(718) 774-5447,18,Brooklyn,Christian,
20750,,Bay Ridge Catholic Academy,365 83 STREET Brooklyn NY 11209,(718) 745-7643,20,Brooklyn,Parochial,
15020,,Bay Ridge Child Care Center,314 44th Street Brooklyn NY 11220,(___) ___-____,15,Brooklyn,Nonsectarian,
20716,,BAY RIDGE CHRISTIAN ACAD,6324 7TH AVENUE Brooklyn NY 11220,(718) 238-4000,20,Brooklyn,Christian,
20859,,BAY RIDGE PREP SCHOOL,7420 4th Avenue Brooklyn NY 11209,(718) 833-9090,20,Brooklyn,Nonsectarian,
20858,,BAY RIDGE PREPARATORY SCHOOL,8101 RIDGE BOULEVARD Brooklyn NY 11209,(718) 833-9090,20,Brooklyn,Nonsectarian,
11169,11X169,BAYCHESTER ACADEMY,3500 EDSON AVENUE Bronx NY 10466,(718) 325-1138,11,Bronx,Public,X169
11532,11X532,BAYCHESTER MS,3750 BAYCHESTER AVENUE Bronx NY 10466,(718) 547-1890,11,Bronx,Public,X142
26503,26Q495,BAYSIDE HS,32-24 CORPORAL KENNEDY STREET Queens NY 11361,(718) 229-7600,26,Queens,Public,Q405
20102,20K102,BAYVIEW SCHOOL P102,211 72ND STREET Brooklyn NY 11209,(718) 748-7404,20,Brooklyn,Public,K102
2019,03M479,BEACON SCHOOL,522 WEST 44TH STREET MANHATTAN NY 10036,(212) 465-4230,2,Manhattan,Public,M912
10013,,BEDCO CLUSTER-BX,1 FORDHAM PLAZA BRONX NY 10458,(___) ___-____,10,Bronx,Public,
13595,13K595,BEDFORD ACADEMY,1119 BEDFORD AVENUE Brooklyn NY 11216,(718) 398-3061,13,Brooklyn,Public,K994
10077,10X077,BEDFORD PARK ELEM SCHOOL,3177 WEBSTER AVENUE Bronx NY 10467,(718) 696-6400,10,Bronx,Public,X177
16011,,Bedford Stuyvesant Early Child,813 Hancock Street Brooklyn NY 11223,(718) 455-5565,16,Brooklyn,Public,
16669,84K782,BED-STY NEW BEGINNINGS CHARTER,82 LEWIS AVENUE Brooklyn NY 11206,(718) 453-1001,16,Brooklyn,Charter,KAKB
19715,,BE'ER HAGOLAH INST,671 LOUISIANA AVENUE Brooklyn NY 11239,(718) 642-6800,19,Brooklyn,Yeshiva,
16003,,Be'er Miriam School,275 Marcus Garvey Blvd Brooklyn NY 11221,(718) 388-0885,16,Brooklyn,Yeshiva,
14007,84K037,BEGINNING WITH CHILDREN,215 Heyward Street BROOKLYN NY 11206,(718) 302-7700,14,Brooklyn,Charter,K071
14037,84K037,BEGINNING WITH CHILDREN II,11 Bartlett Street Brooklyn NY 11206,(718) 599-2924,14,Brooklyn,Charter,K071
14762,,BEIKVEI HATZOIN,31 DIVISION AVENUE Brooklyn NY 11249,(___) ___-____,14,Brooklyn,Yeshiva,
17625,,BEIS CHAYA MUSHKA,1505 CARROLL STREET Brooklyn NY 11213,(718) 756-0770,17,Brooklyn,Yeshiva,
20651,,BEIS FRIMA CHINUCH CENTER,4124 14TH AVENUE Brooklyn NY 11219,(718) 972-7666,20,Brooklyn,Yeshiva,
3709,,BEIT RABBAN,15 WEST 86 STREET New York NY 10024,(212) 595-1386,3,Manhattan,Yeshiva,
3711,,Beit Rabban Day School,131 West 86 Street Manhattan NY 10024,(212) 595-1386,3,Manhattan,Yeshiva,
25294,25Q294,BELL ACADEMY,18-25 212 STREET Queens NY 11360,(718) 428-0587,25,Queens,Public,Q169
75496,,BELLOWS SCHOOL,200 CARROLL AVENUE MAMARONECK NY 10543,(914) 381-3040,00*,MAMARONECK,Nonsectarian,
10540,10X434,BELMONT PREPARATORY HS,500 EAST FORDHAM ROAD Bronx NY 10458,(718) 733-4559,10,Bronx,Public,X435
29313,29Q313,"BEN FRANKLIN HS FIN,INFO,TECH",207-01 116TH AVENUE Queens NY 11411,(718) 276-0150,29,Queens,Public,Q490
13350,13K670,BENJAMIN BANNEKER ACADEMY,77 CLINTON AVE Brooklyn NY 11205,(718) 797-3702,13,Brooklyn,Public,K914
26505,26Q415,BENJAMIN CARDOZO HS,57-00 223RD STREET Queens NY 11364,(718) 279-6500,26,Queens,Public,Q415
75514,,BERGEN CATHOLIC HIGH SCHOL,1040 ORADELL AVENUE ORADELL NJ 07649,(201) 261-1844,00*,ORADELL,Parochial,
75837,,BERGEN CTR FOR CHILD DEVELOP,140 PARK STREET HAWORTH NJ 07641,(845) 356-2514,00*,HAWORTH,Other Rel,
15777,,BERKELEY CARROLL ELEMENTARY,701 CARROLL STREET Brooklyn NY 11215,(718) 789-6060,15,Brooklyn,Nonsectarian,
13807,,BERKELEY CARROLL HIGH SCHOOL,181 Lincoln Place Brooklyn NY 11217,(718) 534-6550,13,Brooklyn,Nonsectarian,
13806,,BERKELEY CARROLL MIDDLE SCHOOL,181 LINCOLN PLACE Brooklyn NY 11217,(718) 789-6060,13,Brooklyn,Nonsectarian,
21898,,BET YAAKOV OHR SARAH ES,1123 Avenue N Brooklyn NY 11230,(718) 627-8758,21,Brooklyn,Yeshiva,
21900,,Bet Yaakov Ohr Sarah HS,321 Avenue N Brooklyn NY 11230,(718) 627-8758,21,Brooklyn,Yeshiva,
21789,,BET YAKOV ATERET TORAH H.S.,2166 CONEY ISLAND AVENUE Brooklyn NY 11223,(718) 732-7766,21,Brooklyn,Yeshiva,
14774,,BETH CHANA,712 BEDFORD AVENUE Brooklyn NY 11206,(718) 935-1845,14,Brooklyn,Yeshiva,
20729,,BETH JACOB BORO PK & AX,1371 46TH STREET Brooklyn NY 11219,(718) 436-7300,20,Brooklyn,Yeshiva,
20835,,BETH JACOB DAY SCHOOL,85 PARKVILLE AVENUE Brooklyn NY 11230,(718) 633-6555,20,Brooklyn,Yeshiva,
20727,,BETH JACOB HS,4421 15TH AVENUE Brooklyn NY 11219,(718) 851-2255,20,Brooklyn,Yeshiva,
1817,,BETH JACOB SCHOOL,142 BROOME STREET NEW YORK NY 10002,(212) 473-4500,1,Manhattan,Yeshiva,
14966,,BETH RACHEL SCHOOL FOR GIRLS,68 HARRISON AVENUE Brooklyn NY 11211,(718) 963-9260,14,Brooklyn,Yeshiva,
13014,,Beth Rachel School for Girls 2,382 Willoughby Avenue Brooklyn NY 11205,(718) 963-9260,13,Brooklyn,Yeshiva,
13804,,BETHEL 7TH DAY AD ELEM SCH,457 GRAND AVENUE Brooklyn NY 11238,(718) 783-3630,13,Brooklyn,Christian,
29560,,BETHEL CHRISTIAN ACADEMY,215-32 JAMAICA AVE Queens NY 11428,(516) 444-1699,29,Queens,Christian,
13660,,BIAS RUCHEL D'SATMAR - UTA,88 SANFORD STREET Brooklyn NY 11205,(718) 797-2888,13,Brooklyn,Yeshiva,
14025,,Bias Ruchel Dsatmar Marcy,585 Marcy Avenue Brooklyn NY 11206,(718) 797-2888,14,Brooklyn,Yeshiva,
20840,,BIAS YITZCHOK SCHOOL,1413 45TH STREET Brooklyn NY 11219,(718) 633-4802,20,Brooklyn,Yeshiva,
21520,,BIG APPLE EDUCATIONAL CTR I,2937 86TH STREET Brooklyn NY 11223,(718) 333-0300,21,Brooklyn,Nonsectarian,
75033,,BIONDI EDUCATION CTR AX,463 Hawthrone Avenue Yonkers NY 10705,(914) 562-1609,00*,Yonkers,Nonsectarian,
29007,,Birch Family Services ES,145-02 Farmers BLVD Queens NY 11434,(718) 527-5220,29,Queens,Nonsectarian,
2876,,BIRCH WATHEN LENOX LOWER SCH,210 EAST 77 STREET NEW YORK NY 10075,(212) 861-0404,2,Manhattan,Nonsectarian,
20857,,BISHOP KEARNEY HIGH SCH,2202 60 STREET Brooklyn NY 11204,(718) 236-6363,20,Brooklyn,Parochial,
13738,,BISHOP LOUGHLIN HS,357 CLERMONT AVENUE Brooklyn NY 11238,(718) 857-2700,13,Brooklyn,Parochial,
31461,,BISHOP PATRICK V. AHERN HS,315 ARLENE ST Staten Island NY 10314,(718) 982-5084,31,Staten Island,Nonsectarian,
13013,84K879,BK Prospect Charter School,1104 Fulton Street Brooklyn NY 11238,(718) 783-1570,13,Brooklyn,Charter,KBEQ
22805,,BKLYN 7TH DAY ADVENTIST SCHOOL,1260 OCEAN AVENUE Brooklyn NY 11230,(718) 859-1313,22,Brooklyn,Christian,
16688,16K688,BKLYN ACAD OF GLOBAL FINANCE,125 STUYVESANT AVENUE Brooklyn NY 11221,(718) 574-3126,16,Brooklyn,Public,K057
17572,17K547,BKLYN ACAD.OF SCI & ENVIRON.,883 CLASSON AVENUE Brooklyn NY 11225,(718) 230-6363,17,Brooklyn,Public,K440
17705,17K705,BKLYN ARTS & SCI ELEM SCHOOL,443 ST MARKS AVENUE Brooklyn NY 11238,(718) 230-0851,17,Brooklyn,Public,K022
17652,84K652,BKLYN ASCEND CHARTER SCH # 2,123 EAST 98TH STREET Brooklyn NY 11212,(347) 289-9000,17,Brooklyn,Charter,KBGH
18684,84K652,BKLYN ASCEND CHARTER SCHOOL,205 ROCKAWAY PARKWAY Brooklyn NY 11212,(718) 907-9150,18,Brooklyn,Charter,KBGH
17495,22K555,BKLYN COLLEGE ACADEMY AX,350 CONEY ISLAND AVE Brooklyn NY 11218,(718) 853-6184,17,Brooklyn,Public,K917
13446,13K412,BKLYN COMM.ARTS & MEDIA HS,300 WILLOUGHBY AVENUE Brooklyn NY 11205,(718) 230-5748,13,Brooklyn,Public,K117
23643,23K643,BKLYN DEMOCRACY ACADEMY,985 ROCKAWAY AVENUE Brooklyn NY 11212,(718) 342-6348,23,Brooklyn,Public,K275
13684,84K780,BKLYN EAST COLLEGIATE CHARTER,832 Marcy Avenue Brooklyn NY 11216,(718) 250-5760,13,Brooklyn,Charter,K458
23664,23K664,BKLYN ENVIR.EXPLO.SCHOOL,251 MCDOUGAL STREET Brooklyn NY 11233,(718) 453-3039,23,Brooklyn,Public,K073
16563,84K731,BKLYN EXCELSIOR CHARTER SCHOOL,856 Quincy Street Brooklyn NY 11217,(718) 246-5681,16,Brooklyn,Charter,KAQX
20981,,BKLYN FIELD SUPPORT CTR,415 89TH STREET Brooklyn NY 11209,(718) 759-4921,20,Brooklyn,Public,
15570,15K656,BKLYN H.S.FOR THE ARTS,345 DEAN STREET Brooklyn NY 11217,(718) 855-2412,15,Brooklyn,Public,K655
15740,,BKLYN HEIGHTS MONTESSORI SCH,185 COURT STREET Brooklyn NY 11201,(718) 858-5100,15,Brooklyn,Nonsectarian,
16568,16K498,BKLYN HS FOR LAW & TECHNOLOGY,1396 BROADWAY Brooklyn NY 11221,(718) 919-1256,16,Brooklyn,Public,K987
13616,13K616,BKLYN HS FOR LEAD & COMM SER,300 WILLOUGHBY AVENUE Brooklyn NY 11205,(718) 638-3062,13,Brooklyn,Public,K117
17745,17K745,BKLYN INST FOR LIBERAL ARTS,600 KINGSTON AVENUE 1ST FL Brooklyn NY 11203,(718) 221-1097,17,Brooklyn,Public,K470
13966,,BKLYN NORTH BOROUGH FIELD SUPP,131 LIVINGSTON STREET ROOM 501 Brooklyn NY 11201,(718) 935-4567,13,Brooklyn,Public,
15006,84K928,BKLYN PROSPECT CHARTER HS,3002 FORT HAMILTON PARKWAY Brooklyn NY 11218,(347) 889-7041,15,Brooklyn,Charter,KAGI
13707,84K879,BKLYN PROSPECT CHARTER SCH II,80 WILLOUGHBY STREET Brooklyn NY 11201,(718) 722-7634,13,Brooklyn,Charter,KBEQ
13033,84K707,BKLYN PROSPECT CHARTER SCHOOL,40 Flatbush Ave Extension Brooklyn NY 11201,(347) 889-7049,13,Brooklyn,Charter,KAGI
32533,32K168,BKLYN SCH FOR MATH & RESEARCH,400 IRVING AVENUE Brooklyn NY 11237,(718) 381-7100,32,Brooklyn,Public,K480
17571,17K548,BKLYN SCH. FOR MUSIC & THEATRE,883 CLASSON AVENUE Brooklyn NY 11225,(718) 230-6250,17,Brooklyn,Public,K440
19740,84K740,BKLYN SCHOLARS CHARTER SCHOOL,2635 LINDEN BLVD Brooklyn NY 11208,(718) 348-9360,19,Brooklyn,Charter,KAJS
18763,18K763,BKLYN SCIENCE & ENGINEERING,5404 TILDEN AVENUE Brooklyn NY 11203,(718) 240-3790,18,Brooklyn,Public,K244
15758,84K758,BKLYN URBAN GARDEN CHARTER SCH,500 19TH STREET Brooklyn NY 11215,(718) 280-9556,15,Brooklyn,Charter,KBNU
3701,,Blessed Sacrament Lower School,147 WEST 70TH STREET New York NY 10023,(212) 724-7561,3,Manhattan,Parochial,
19700,,BLESSED SACRAMENT SCHOOL,187 EUCLID AVENUE Brooklyn NY 11208,(718) 235-4863,19,Brooklyn,Parochial,
31731,,BLESSED SACRAMENT SCHOOL,830 DELAFIELD AVENUE STATEN ISLAND NY 10310,(718) 442-3090,31,Staten Island,Parochial,
2717,,Blessed Sacrament Upper School,456 WEST 52ND STREET New York NY 10019,(212) 246-4784,2,Manhattan,Parochial,
75864,,BLIND BROOK MIDDLE SCHOOL,840 KING STREET RYE BROOK NY 10573,(914) 937-3600,00*,RYE BROOK,non nyc pub,
21911,,Block Institute School,376 BAY 44TH STREET Brooklyn NY 11214,(718) 906-5441,21,Brooklyn,Nonsectarian,
8024,,Blondell Joyner,909 Tinton Avenue Bronx NY 10456,(718) 665-7791,8,Bronx,Nonsectarian,
8562,08X562,BLUEPRINT MIDDLE SCHOOL,1111 PUGSLEY AVENUE Bronx NY 10472,(718) 822-2780,8,Bronx,Public,X125
3036,,Bnos Aliya,270 West 84th Street Manhattan NY 10024,(646) 844-7199,3,Manhattan,Yeshiva,
27804,,BNOS BAIS YAAKOV,613 beach 9th st Queens NY 11691,(718) 337-6000,27,Queens,Yeshiva,
20762,,BNOS CHAYA,4511 14TH AVENUE Brooklyn NY 11219,(___) ___-____,20,Brooklyn,Yeshiva,
14963,,BNOS CHAYIL,345 HEWES STREET Brooklyn NY 11211,(___) ___-____,14,Brooklyn,Yeshiva,
17029,,Bnos Chomesh,588 Brooklyn Avenue Brooklyn NY 11203,(718) 708-7078,17,Brooklyn,Yeshiva,
21770,,B'NOS ISRAEL OF EAST FLATBUSH,1629 EAST 15 STREET Brooklyn NY 11229,(718) 339-4229,21,Brooklyn,Yeshiva,
28709,,BNOS MALKA ACADEMY,71-02 113TH STREET Queens NY 11375,(718) 268-2667,28,Queens,Yeshiva,
17790,,BNOS MENACHEM,739 EAST NEW YORK AVENUE Brooklyn NY 11203,(718) 493-1100,17,Brooklyn,Yeshiva,
14002,,BNOS SPINKA- BOYS,799 KENT AVENUE Brooklyn NY 11205,(718) 254-8005,14,Brooklyn,Yeshiva,
13694,,BNOS SQUARE OF WILLIAMSBURG,165 Spencer Street Brooklyn NY 11205,(718) 797-9844,13,Brooklyn,Yeshiva,
14013,,Bnos Square of Williamsburg II,80 Skillman Street Brooklyn NY 11205,(718) 797-9844,14,Brooklyn,Yeshiva,
14780,,BNOS YAAKOV,62 HARRISON AVENUE Brooklyn NY 11211,(718) 387-7905,14,Brooklyn,Yeshiva,
14799,,Bnos Yakov,274 Keap Street Brooklyn NY 11249,(718) 963-1212,14,Brooklyn,Yeshiva,
20798,,B'NOS YERU D'CHASIDEI BELZ,600 MCDONALD AVENUE Brooklyn NY 11218,(718) 871-0500,20,Brooklyn,Yeshiva,
20844,,BNOS ZION OF BOBOV,5000 14TH AVENUE Brooklyn NY 11219,(718) 438-3080,20,Brooklyn,Yeshiva,
21808,,BNOT CHAYA ACADEMY,1012 AVENUE I Brooklyn NY 11230,(718) 375-7506,21,Brooklyn,Yeshiva,
20715,,BOBOVER YESHIVA BNEI ZION,4206 15TH AVENUE Brooklyn NY 11219,(718) 851-4000,20,Brooklyn,Yeshiva,
20719,,BOBOVER YESHIVA BNEI ZION,1533 48 STREET Brooklyn NY 11219,(718) 851-4000,20,Brooklyn,Yeshiva,
15013,,BOBOVER YESHIVA BNEI ZION IIII,1149 38 Street Brooklyn NY 11218,(718) 686-5500,15,Brooklyn,Yeshiva,
20883,,BOBOVER YESHIVA BNEI ZION-47,1569 47TH STREET Brooklyn NY 11219,(718) 686-5500,20,Brooklyn,Yeshiva,
75480,,BOCES (ROCKLAND COUNTY),65 PARROTT ROAD WEST NYACK NY 10994,(845) 627-4700,00*,WEST NYACK,non nyc pub,
75966,,BOCES @ Daniel Warren Elm Schl,1310 Harrison Ave Westchester NY 10543,(914) 948-7271,00*,Westchester,non nyc pub,
75682,,BOCES @ LAKELAND COPPER BEACH,3417 OLD YORKTOWN ROAD YORKTOWN HEIGHT NY 10598,(914) 248-2352,00*,YORKTOWN HEIGHT,non nyc pub,
75648,,BOCES RYE LAKE CAMPUS,1606 OLD ORCHARD STREET N. WHITE PLAINS NY 10604,(914) 948-7271,00*,N. WHITE PLAINS,non nyc pub,
75787,,BOCES S.W. @ Hommocks M.S.,130 Hommocks Rd. Westchester NY 10538,(914) 948-7271,00*,Westchester,non nyc pub,
75788,,BOCES S.W. @ Pleasantville MS,30 Romer Avenue Westchester NY 10570,(914) 948-7271,00*,Westchester,non nyc pub,
75854,,BOCES SOUTHERN WEST.VIR.ROAD,86 VIRGINIA ROAD WHITE PLAINS 10603,(914) 948-7271,00*,WHITE PLAINS,non nyc pub,
75521,,BOCES@ NEW CITY ELEMENTARY,60 CRESTWOOD DRIVE NEW CITY NY 10956,(845) 624-3467,00*,NEW CITY,non nyc pub,
8613,84X613,Bold Charter School,1090 Close Avenue Bronx NY 10472,(929) 50-4369,8,Bronx,Charter,XBAY
22566,,BONIM LAMOKOM,425 EAST 9TH STREET Brooklyn NY 11218,(718) 693-9032,22,Brooklyn,Yeshiva,
2740,,BOROUGH OF MANHATTAN COMM COLL,199 CHAMBERS STREET New York NY 10007,(718) 935-5115,2,Manhattan,Public,
16502,16K455,BOYS AND GIRLS HS,1700 FULTON STREET Brooklyn NY 11213,(718) 467-1700,16,Brooklyn,Public,K455
7466,84X465,Boys Prep Bronx Charter School,192 EAST 151ST Bronx Ne 10451,(718) 742-4321,7,Bronx,Charter,XBCA
7465,84X465,Boys Prep Elementary School,192 east 151 Street Bronx NY 10451,(718) 742-4321,7,Bronx,Charter,XBCA
2878,,BREARLEY SCHOOL,610 EAST 83RD STREET New York NY 10028,(212) 744-8582,2,Manhattan,Nonsectarian,
75641,,BRENNAN HIGH SCHOOL,550 MOUNT AVENUE WEST BABYLON NY 11703,(631) 491-4390,00*,WEST BABYLON,non nyc pub,
31086,84R076,Bridge Preparatory Charter,715 Ocean Terrace BLDG E Staten ISland NY 10301,(718) 274-3437,31,Staten Island,Charter,R880
16627,16K627,BRIGHTER CHOICE COMM SCHOOL,280 HART STREET Brooklyn NY 11206,(718) 453-4081,16,Brooklyn,Public,K304
10628,84X628,Brilla Caritas Charter School,2336 Andrews Avenue Bronx NY 10468,(347) 523-5832,10,Bronx,Charter,XAEG
7388,84X387,BRILLA COLLEGE PREP CHARTER,413 EAST 144TH STREET Bronx NY 10454,(347) 273-8439,7,Bronx,Charter,XAEJ
7389,84X387,Brilla College Prep Middle Sch,452 College Ave Bronx NY 10451,(347) 273-8439,7,Bronx,Charter,XAEJ
7016,84X387,Brilla College Prep MS,500 Courtlandt Avenue Bronx NY 10451,(347) 273-8439,7,Bronx,Charter,XAEJ
10629,84X629,Brilla Pax Charter School,2336 Andrews Avenue Bronx NY 10458,(347) 523-5823,10,Bronx,Charter,XAEG
7017,84X586,Brilla Veritas,600 East 156 Street Bronx NY 10455,(347) 630-0878,7,Bronx,Charter,XBUD
2692,,BRITISH INTERNATIONAL SCH.N.Y.,20 WATERSIDE PLAZA New York NY 10010,(212) 481-2700,2,Manhattan,Nonsectarian,
11017,,Bronx 1 SEO In-Person,2385 Olinville Avenue Bronx NY 10467,(___) ___-____,11,Bronx,Public,
9023,,Bronx 2 SEO In-Person,1501 Jerome Avenue Bronx NY 10452,(___) ___-____,9,Bronx,Public,
11009,,BRONX ACACIA CLUSTER,1064 FRANKLIN AVENUE BRONX NY 10456,(___) ___-____,11,Bronx,Public,
11010,,BRONX ACACIA CLUSTER 11,1064 FRANKLIN AVENUE BRONX NY 10456,(___) ___-____,11,Bronx,Public,
9419,84X419,BRONX ACAD OF PROMISE CHARTER,1349 INWOOD AVENUE Bronx NY 10452,(718) 293-6950,9,Bronx,Charter,XAUV
11545,11X545,BRONX AEROSPACE ACADEMY,800 EAST GUN HILL ROAD Bronx NY 10467,(718) 696-6010,11,Bronx,Public,X425
11355,11X355,BRONX ALLIANCE M.S.,3750 BAYCHESTER AVENUE Bronx NY 10466,(718) 652-2060,11,Bronx,Public,X142
8537,08X537,BRONX ARENA HS TRANSFER,1440 STORY AVENUE Bronx NY 10473,(718) 935-3477,8,Bronx,Public,X972
8619,84X619,Bronx Arts and Science Charter,925 Hutchinson River Parkway Bronx NY 10465,(718) 823-1065,8,Bronx,Charter,XAGG
8041,,Bronx BCO,1230 Zerega Avenue Bronx Ny 10456,(___) ___-____,8,Bronx,Nonsectarian,
11888,,BRONX BFSC- ZEREGA,1230 ZEREGA AVENUE ROOM 72 Bronx NY 10462,(718) 828-5094,11,Bronx,Public,
10984,,BRONX BFSC-FORDHAM,ONE FORDHAM PLAZA ROOM 805 Bronx NY 10458,(718) 741-7639,10,Bronx,Public,
10888,,BRONX BOROUGH OFFICE STH,1 FORDHAM PLAZA Bronx NY 10458,(718) 741-8595,10,Bronx,Public,
8570,08X432,BRONX BRIDGES HIGH SCHOOL,1980 LAFAYETTE AVENUE Bronx NY 10473,(718) 829-2981,8,Bronx,Public,X450
10351,10X351,BRONX COLLABORATIVE HS,100 WEST MOSHOLU PARKWAY SOUTH Bronx NY 10468,(718) 543-1023,10,Bronx,Public,X440
9551,09X227,BRONX COLLEGIATE ACADEMY,240 EAST 172 STREET Bronx NY 10457,(718) 410-4077,9,Bronx,Public,X410
10654,84X398,BRONX COMM CHARTER SCHOOL,3170 WEBSTER AVENUE Bronx NY 10467,(718) 584-1400,10,Bronx,Charter,XAUT
8377,08X377,BRONX COMMUNITY HS,1980 LAFAYETTE AVENUE Bronx NY 10473,(718) 892-1026,8,Bronx,Public,X450
8561,08X561,BRONX COMPASS HS,1980 LAFAYETTE AVENUE Bronx NY 10461,(718) 828-1206,8,Bronx,Public,X450
11006,84X579,Bronx CS for Excellence 2,1804 Holland Avenue Bronx NY 10462,(718) 892-1276,11,Bronx,Charter,XACO
9579,84X579,Bronx CS for Excellence 2 MS,1946 Bathgate Avenue Bronx NY 10457,(718) 828-7301,9,Bronx,Charter,XACO
11013,84X589,Bronx CS for Excellence 3,3956 Carpenter Avenue Bronx NY 10466,(718) 828-7301,11,Bronx,Charter,XAEF
11014,84X608,Bronx CS for Excellence 4,4300 Murdock Avenue Bronx NY 10466,(347) 773-3100,11,Bronx,Charter,XACD
9620,84X620,Bronx CS for Excellence 5,1946 Bathgate Avenue Bronx NY 10457,(718) 828-7301,9,Bronx,Charter,XADW
9260,09X260,BRONX CTR FOR SCI & MATH,1363 FULTON AVENUE Bronx NY 10456,(718) 992-7089,9,Bronx,Public,X002
10490,10X308,BRONX DANCE ACADEMY/ MS 308,3617 BAINBRIDGE AVENUE Bronx NY 10467,(718) 515-0410,10,Bronx,Public,X852
8392,08X392,BRONX DELTA SCHOOL,650 HOLLYWOOD AVENUE Bronx NY 10465,(516) 519-3358,8,Bronx,Public,X192
12511,12X511,BRONX ENVISION ACADEMY,1619 BOSTON ROAD Bronx NY 10460,(718) 589-1590,12,Bronx,Public,X098
11326,11X326,BRONX GREEN MS,2441 WALLACE AVENUE Bronx NY 10467,(718) 325-6593,11,Bronx,Public,X135
7381,07X381,BRONX HAVEN HS,333 EAST 151ST STREET Bronx NY 10451,(718) 292-3638,7,Bronx,Public,X600
11588,11X249,BRONX HEALTH SCIENCES HS,750 BAYCHESTER AVENUE Bronx NY 10475,(718) 862-4406,11,Bronx,Public,X455
8019,,Bronx High School District,3000 East Tremont Avenue Bronx NY 10461,(718) 904-5080,8,Bronx,Public,
9413,09X413,BRONX HS FOR MEDICAL SCIENCE,240 EAST 172 STREET Bronx NY 10457,(718) 410-4040,9,Bronx,Public,X410
9412,09X412,BRONX HS OF BUSINESS,240 EAST 172 STREET Bronx NY 10457,(718) 410-4060,9,Bronx,Public,X410
10501,10X445,BRONX HS OF SCIENCE,75 WEST 205TH STREET Bronx NY 10468,(718) 817-7700,10,Bronx,Public,X445
11543,11X253,BRONX HS WRITTING & COMM ARTS,800 EAST GUN HILL ROAD Bronx NY 10467,(718) 944-5660,11,Bronx,Public,X425
9516,09X403,BRONX INTERNATIONAL HS,1100 BOSTON ROAD Bronx NY 10456,(718) 620-1053,9,Bronx,Public,X400
11515,11X265,BRONX LAB SCHOOL,800 EAST GUN HILL ROAD Bronx NY 10467,(718) 696-3700,11,Bronx,Public,X425
9490,09X525,BRONX LEADERSHIP ACAD. HS,1710 WEBSTER AVE Bronx NY 10457,(718) 299-4274,9,Bronx,Public,X876
7527,07X527,BRONX LEADERSHIP ACAD.II H.S.,730 CONCOURSE VILLAGE WEST Bronx NY 10451,(718) 292-7171,7,Bronx,Public,X790
12419,12X691,BRONX LITTLE SCHOOL,1827 ARCHER STREET Bronx NY 10460,(718) 792-2650,12,Bronx,Public,X102
11556,11X556,BRONX PARK M.S.,2441 WALLACE AVENUE Bronx NY 10467,(718) 652-6090,11,Bronx,Public,X135
11035,84X703,Bronx Prep Elementary Charter,1529 Williamsbridge Road Bronx NY 10461,(347) 684-1423,11,Bronx,Charter,XAFP
9818,84X703,BRONX PREPARATORY CHARTER SCH.,3872 3rd ave Bronx NY 10457,(718) 294-0841,9,Bronx,Charter,XAFP
12500,12X480,BRONX REGIONAL HS,1010 REV.JAMES POLITE AVENUE Bronx NY 10459,(718) 991-2020,12,Bronx,Public,X401
8349,08X349,BRONX RIVER H.S.,3000 EAST TREMONT AVENUE Bronx NY 10461,(718) 904-4210,8,Bronx,Public,X405
10546,10X546,BRONX THEATRE HIGH SCHOOL,99 TERRACE VIEW AVENUE Bronx NY 10463,(718) 329-2902,10,Bronx,Public,X475
9565,09X323,BRONX WRITING ACADEMY,270 EAST 167TH STREET Bronx NY 10456,(718) 293-9048,9,Bronx,Public,X022
11989,,BRONX- ZEREGA STH,1230 ZEREGA AVENUE ROOM 88 Bronx NY 10462,(718) 828-2139,11,Bronx,Public,
